t,count
1741054038,5
1741054040,5
1741054041,5
1741054042,5
1741054043,5
1741054044,5
1741054045,5
1741054046,5
1741054047,5
1741054048,5
1741054049,5
1741054050,7
1741054051,7
1741054052,7
1741054053,7
1741054054,7
1741054055,7
1741054056,7
1741054057,7
1741054058,7
1741054059,8
1741054060,9
1741054061,11
1741054062,11
1741054063,11
1741054064,11
1741054065,11
1741054066,11
1741054067,12
1741054068,13
1741054069,14
1741054070,28
1741054071,61
1741054072,61
1741054073,61
1741054074,61
1741054075,61
1741054076,70
1741054077,120
1741054078,137
1741054079,152
1741054079,152
1741054079,152
