t,count
1741048298,5
1741048299,5
1741048300,5
1741048301,5
1741048302,5
1741048303,5
1741048304,5
1741048305,5
1741048306,5
1741048307,5
1741048308,5
1741048309,6
1741048310,6
1741048311,6
1741048312,6
1741048313,6
1741048314,7
1741048315,7
1741048316,7
1741048317,7
1741048318,7
1741048319,8
1741048320,10
1741048321,10
1741048322,10
1741048323,10
1741048324,11
1741048325,11
1741048326,13
1741048327,13
1741048328,21
1741048329,50
1741048330,50
1741048331,50
1741048332,50
1741048333,54
1741048334,75
1741048335,94
1741048336,114
1741048338,114
1741048339,141
1741048340,152
1741048340,153
1741048340,153
1741048340,153
