t,value
1741048077,0
1741048078,0
1741048079,0
1741048080,0
1741048081,0
1741048082,0
1741048083,0
1741048084,0
1741048085,0
1741048086,0
1741048087,0
1741048088,0
1741048089,0
1741048090,0
1741048091,0
1741048092,306092720
1741048093,306092720
1741048094,306092720
1741048096,306092720
1741048097,306092720
1741048098,306092720
1741048099,306092720
1741048100,306092720
1741048101,306092720
1741048102,286068856
1741048103,286068856
1741048104,286068856
1741048105,286068856
1741048106,286068856
1741048107,286068856
1741048108,286068856
1741048109,286068856
1741048110,286068856
1741048111,286068856
1741048112,228955592
1741048113,228955592
1741048114,228955592
1741048115,228955592
1741048116,228955592
1741048117,228955592
1741048118,228955592
1741048119,228955592
1741048120,228955592
1741048121,228955592
1741048122,988713064
1741048123,988713064
1741048124,988713064
1741048125,988713064
1741048126,988713064
1741048127,988713064
1741048128,988713064
1741048129,988713064
1741048130,988713064
1741048130,988713064
1741048130,988713064
