t,count
1741049042,5
1741049043,5
1741049044,5
1741049045,5
1741049046,5
1741049047,5
1741049048,5
1741049049,5
1741049050,5
1741049051,7
1741049052,7
1741049053,7
1741049054,7
1741049055,7
1741049056,7
1741049057,7
1741049058,7
1741049059,7
1741049060,8
1741049061,9
1741049062,9
1741049063,9
1741049064,9
1741049065,9
1741049066,11
1741049067,11
1741049068,11
1741049069,11
1741049070,12
1741049071,13
1741049072,13
1741049073,14
1741049074,15
1741049076,15
1741049077,28
1741049078,62
1741049079,62
1741049080,62
1741049081,63
1741049082,64
1741049083,64
1741049084,64
1741049085,64
1741049086,64
1741049087,98
1741049088,139
1741049089,161
1741049090,183
1741049091,197
1741049092,218
1741049093,218
1741049094,249
1741049094,249
1741049094,249
1741049094,249
