t,count
1741053846,0
1741053847,0
1741053849,0
1741053850,1
1741053851,1
1741053852,1
1741053853,1
1741053854,1
1741053855,1
1741053856,1
1741053857,1
1741053858,1
1741053859,1
1741053860,1
1741053861,1
1741053862,1
1741053863,1
1741053864,1
1741053865,1
1741053866,1
1741053867,1
1741053868,1
1741053869,5
1741053870,15
1741053871,15
1741053872,15
1741053873,15
1741053874,15
1741053875,15
1741053876,15
1741053877,15
1741053878,15
1741053879,15
1741053880,15
1741053881,15
1741053882,15
1741053883,15
1741053884,15
1741053885,15
1741053886,15
1741053887,15
1741053888,15
1741053889,15
1741053890,15
1741053891,15
1741053891,15
1741053891,15
