t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1741053846,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053847,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053849,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053850,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053851,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053852,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053853,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053854,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053855,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053856,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053857,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053858,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053859,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053860,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053861,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053862,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053863,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053864,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053865,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053866,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053867,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053868,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053869,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053870,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053871,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053872,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053873,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053874,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053875,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053876,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053877,10,1203,1190.700000,1187,5.348832,1188.000000,1193.000000,1203.000000,1203.000000,1203.000000,1203.000000
1741053878,10,1203,1190.700000,1187,5.348832,1188.000000,1193.000000,1203.000000,1203.000000,1203.000000,1203.000000
1741053879,10,1203,1190.700000,1187,5.348832,1188.000000,1193.000000,1203.000000,1203.000000,1203.000000,1203.000000
1741053880,19,1203,642.622338,54,560.745931,1187.000000,1188.000000,1203.000000,1203.000000,1203.000000,1203.000000
1741053881,19,1203,642.622338,54,560.745931,1187.000000,1188.000000,1203.000000,1203.000000,1203.000000,1203.000000
1741053882,19,1203,642.622338,54,560.745931,1187.000000,1188.000000,1203.000000,1203.000000,1203.000000,1203.000000
1741053883,20,1203,611.699199,54,561.129976,95.000000,1187.000000,1198.000000,1203.000000,1203.000000,1203.000000
1741053884,21,1203,583.136733,54,559.917582,95.000000,1187.000000,1198.000000,1203.000000,1203.000000,1203.000000
1741053885,27,1203,457.804089,50,536.821245,68.000000,1187.000000,1198.000000,1203.000000,1203.000000,1203.000000
1741053886,31,1203,405.270003,50,515.190670,72.000000,1187.000000,1198.000000,1203.000000,1203.000000,1203.000000
1741053887,33,1203,383.165581,50,504.711819,72.000000,1187.000000,1198.000000,1203.000000,1203.000000,1203.000000
1741053888,37,1203,344.689538,44,485.496083,68.000000,115.000000,1193.000000,1203.000000,1203.000000,1203.000000
1741053889,40,1203,320.512539,43,472.010075,67.000000,115.000000,1193.000000,1203.000000,1203.000000,1203.000000
1741053890,51,1203,252.101100,15,430.773755,61.000000,78.000000,1193.000000,1198.000000,1203.000000,1203.000000
1741053891,53,1203,242.479911,15,424.381294,60.000000,76.000000,1190.000000,1198.000000,1203.000000,1203.000000
1741053891,53,1203,242.479911,15,424.381294,60.000000,76.000000,1190.000000,1198.000000,1203.000000,1203.000000
1741053891,53,1203,242.479911,15,424.381294,60.000000,76.000000,1190.000000,1198.000000,1203.000000,1203.000000
