t,count
1741051448,0
1741051449,0
1741051450,0
1741051451,1
1741051452,1
1741051453,1
1741051454,1
1741051455,1
1741051456,1
1741051457,1
1741051458,1
1741051459,1
1741051460,1
1741051461,1
1741051462,1
1741051463,1
1741051464,1
1741051465,1
1741051466,1
1741051467,1
1741051468,1
1741051470,5
1741051471,9
1741051472,12
1741051473,12
1741051474,12
1741051475,12
1741051476,12
1741051477,12
1741051478,12
1741051479,12
1741051480,12
1741051481,12
1741051482,12
1741051483,12
1741051484,12
1741051485,12
1741051486,12
1741051486,12
1741051486,12
