t,value
1741051448,0
1741051449,0
1741051450,0
1741051451,0
1741051452,0
1741051453,0
1741051454,0
1741051455,0
1741051456,0
1741051457,0
1741051458,0
1741051459,0
1741051460,153
1741051461,153
1741051462,153
1741051463,153
1741051464,153
1741051465,153
1741051466,153
1741051467,153
1741051468,153
1741051470,153
1741051471,237
1741051472,237
1741051473,237
1741051474,237
1741051475,237
1741051476,237
1741051477,237
1741051478,237
1741051479,237
1741051480,237
1741051481,237
1741051482,237
1741051483,237
1741051484,237
1741051485,237
1741051486,237
1741051486,237
1741051486,237
