t,count
1741050102,0
1741050104,0
1741050105,0
1741050106,0
1741050107,0
1741050108,0
1741050109,0
1741050110,0
1741050111,0
1741050112,0
1741050113,0
1741050114,0
1741050115,0
1741050116,0
1741050117,0
1741050118,0
1741050119,0
1741050120,0
1741050121,0
1741050122,0
1741050123,0
1741050124,0
1741050125,0
1741050126,0
1741050127,0
1741050128,0
1741050129,0
1741050130,0
1741050131,0
1741050132,0
1741050133,0
1741050134,0
1741050135,0
1741050136,0
1741050137,0
1741050138,89412
1741050139,772112
1741050140,772112
1741050141,14954594
1741050142,28938278
1741050143,28938278
1741050143,28938278
1741050143,28938278
