t,count
1741049685,5
1741049686,5
1741049687,5
1741049688,5
1741049689,5
1741049690,5
1741049691,5
1741049692,5
1741049693,5
1741049694,5
1741049695,5
1741049696,5
1741049697,6
1741049698,6
1741049699,7
1741049700,7
1741049701,7
1741049702,7
1741049703,7
1741049704,7
1741049705,7
1741049706,8
1741049707,10
1741049708,10
1741049709,11
1741049710,11
1741049711,11
1741049712,11
1741049713,11
1741049714,13
1741049715,13
1741049716,18
1741049717,25
1741049718,50
1741049720,51
1741049721,51
1741049722,55
1741049723,64
1741049724,94
1741049725,114
1741049726,133
1741049727,144
1741049727,144
1741049727,144
1741049727,144
