t,count
1741048153,5
1741048154,5
1741048155,5
1741048156,5
1741048157,5
1741048158,5
1741048159,5
1741048160,5
1741048161,5
1741048162,5
1741048163,5
1741048164,5
1741048165,5
1741048166,5
1741048167,6
1741048168,7
1741048169,7
1741048170,7
1741048171,7
1741048172,7
1741048173,7
1741048174,7
1741048175,9
1741048176,9
1741048177,11
1741048178,11
1741048179,11
1741048180,11
1741048181,11
1741048182,11
1741048183,11
1741048184,11
1741048185,11
1741048186,11
1741048187,15
1741048188,15
1741048189,25
1741048191,40
1741048192,49
1741048193,49
1741048194,49
1741048195,49
1741048196,49
1741048197,50
1741048198,81
1741048199,105
1741048200,115
1741048201,121
1741048202,157
1741048203,187
1741048204,225
1741048205,271
1741048206,284
1741048207,299
1741048207,299
1741048207,299
