t,count
1741049253,0
1741049255,0
1741049256,0
1741049257,1
1741049258,1
1741049259,1
1741049260,1
1741049261,1
1741049262,1
1741049263,1
1741049264,1
1741049265,1
1741049266,1
1741049267,1
1741049268,1
1741049269,1
1741049270,1
1741049271,1
1741049272,1
1741049273,1
1741049274,1
1741049275,1
1741049276,3
1741049277,5
1741049278,12
1741049279,12
1741049280,12
1741049281,12
1741049282,12
1741049283,12
1741049284,12
1741049285,12
1741049286,12
1741049287,12
1741049288,12
1741049289,12
1741049290,12
1741049291,12
1741049292,12
1741049293,12
1741049294,12
1741049295,12
1741049295,12
1741049295,12
