t,count
1741048015,0
1741048016,0
1741048017,0
1741048018,0
1741048019,0
1741048020,0
1741048021,0
1741048022,0
1741048023,0
1741048024,0
1741048025,0
1741048026,0
1741048027,0
1741048028,0
1741048029,0
1741048030,0
1741048031,0
1741048032,0
1741048033,0
1741048034,0
1741048035,0
1741048036,0
1741048037,0
1741048038,0
1741048039,0
1741048040,0
1741048041,0
1741048042,0
1741048043,0
1741048044,0
1741048045,0
1741048046,0
1741048047,0
1741048048,0
1741048049,0
1741048050,91049
1741048051,91049
1741048052,91049
1741048053,2971453
1741048054,2971453
1741048054,2971453
1741048054,2971453
