t,value
1741051248,0
1741051249,0
1741051250,0
1741051251,0
1741051252,0
1741051253,0
1741051254,0
1741051255,0
1741051256,0
1741051257,0
1741051258,0
1741051259,0
1741051260,0
1741051261,0
1741051262,0
1741051263,0
1741051264,3
1741051266,3
1741051267,3
1741051268,3
1741051269,3
1741051270,3
1741051271,3
1741051272,3
1741051273,3
1741051274,3
1741051275,4
1741051276,4
1741051277,4
1741051278,4
1741051279,4
1741051280,4
1741051281,4
1741051282,4
1741051283,4
1741051284,4
1741051285,5
1741051286,5
1741051287,5
1741051288,5
1741051289,5
1741051290,5
1741051291,5
1741051292,5
1741051293,5
1741051293,5
1741051293,5
1741051293,5
