t,count
1741051115,0
1741051116,0
1741051117,0
1741051118,1
1741051119,1
1741051120,1
1741051121,1
1741051122,1
1741051123,1
1741051124,1
1741051125,1
1741051126,1
1741051127,1
1741051128,1
1741051129,1
1741051130,1
1741051131,1
1741051132,1
1741051133,1
1741051134,1
1741051135,1
1741051136,3
1741051137,5
1741051138,15
1741051139,15
1741051140,15
1741051141,15
1741051142,15
1741051143,15
1741051144,15
1741051145,15
1741051146,15
1741051147,15
1741051148,15
1741051149,15
1741051150,15
1741051151,15
1741051152,15
1741051153,15
1741051154,15
1741051155,15
1741051156,15
1741051157,15
1741051158,15
1741051159,15
1741051161,15
1741051161,15
1741051161,15
1741051161,15
