t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1741048499,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048500,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048501,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048502,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048503,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048504,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048505,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048506,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048507,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048508,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048509,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048510,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048511,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048512,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048513,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048514,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048515,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048516,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048517,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048518,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048519,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048520,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048521,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048522,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048523,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048524,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048525,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048526,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048527,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048528,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048529,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048530,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048531,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048532,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048533,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048534,4,1300,1300.000000,1300,0.000000,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000
1741048536,4,1300,1300.000000,1300,0.000000,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000
1741048537,7,1300,790.684254,69,582.115156,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000
1741048538,7,1300,790.684254,69,582.115156,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000
1741048539,7,1300,790.684254,69,582.115156,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000
1741048540,7,1300,790.684254,69,582.115156,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000
1741048541,7,1300,790.684254,69,582.115156,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000
1741048542,7,1300,790.684254,69,582.115156,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000
1741048543,9,1300,614.271580,53,595.802630,253.000000,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000
1741048544,11,1300,498.932596,26,582.633680,73.000000,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000
1741048545,15,1300,368.446084,26,534.069785,66.000000,253.000000,1300.000000,1300.000000,1300.000000,1300.000000
1741048547,17,1300,329.737220,26,508.465125,66.000000,253.000000,1300.000000,1300.000000,1300.000000,1300.000000
1741048548,17,1300,329.737220,26,508.465125,66.000000,253.000000,1300.000000,1300.000000,1300.000000,1300.000000
1741048549,23,1300,257.338452,14,445.879745,66.000000,109.000000,1300.000000,1300.000000,1300.000000,1300.000000
1741048549,27,1300,221.418784,14,416.704111,56.000000,78.000000,1300.000000,1300.000000,1300.000000,1300.000000
1741048550,27,1300,221.418784,14,416.704111,56.000000,78.000000,1300.000000,1300.000000,1300.000000,1300.000000
1741048550,27,1300,221.418784,14,416.704111,56.000000,78.000000,1300.000000,1300.000000,1300.000000,1300.000000
