t,count
1741048966,5
1741048967,5
1741048968,5
1741048969,5
1741048970,5
1741048971,5
1741048972,5
1741048973,5
1741048974,6
1741048975,6
1741048976,6
1741048977,7
1741048978,7
1741048979,7
1741048980,7
1741048981,7
1741048982,7
1741048983,7
1741048984,8
1741048985,8
1741048986,8
1741048987,9
1741048988,9
1741048989,9
1741048991,11
1741048992,11
1741048993,11
1741048994,11
1741048995,12
1741048996,12
1741048997,12
1741048998,13
1741048999,15
1741049000,15
1741049001,15
1741049002,26
1741049003,56
1741049004,56
1741049005,57
1741049006,57
1741049007,57
1741049008,116
1741049009,125
1741049010,144
1741049011,144
1741049012,186
1741049012,187
1741049012,187
1741049013,187
