t,count
1741052093,5
1741052094,5
1741052096,5
1741052097,5
1741052098,5
1741052099,5
1741052100,5
1741052101,5
1741052102,5
1741052103,6
1741052104,6
1741052105,6
1741052106,6
1741052107,6
1741052108,6
1741052109,7
1741052110,7
1741052111,7
1741052112,7
1741052113,8
1741052114,8
1741052115,8
1741052116,8
1741052117,10
1741052118,10
1741052119,11
1741052120,11
1741052121,11
1741052122,11
1741052123,14
1741052124,14
1741052125,18
1741052126,40
1741052127,40
1741052128,40
1741052129,41
1741052130,43
1741052131,64
1741052132,85
1741052133,86
1741052134,113
1741052134,114
1741052134,114
1741052134,114
