t,value
1741052493,0
1741052494,0
1741052496,0
1741052497,0
1741052498,0
1741052499,0
1741052500,0
1741052501,0
1741052502,0
1741052503,0
1741052504,0
1741052505,0
1741052506,227864520
1741052507,227864520
1741052508,227864520
1741052509,227864520
1741052510,227864520
1741052511,227864520
1741052512,227864520
1741052513,227864520
1741052514,227864520
1741052515,254075816
1741052516,254075816
1741052517,254075816
1741052518,254075816
1741052519,254075816
1741052520,254075816
1741052521,254075816
1741052522,254075816
1741052523,254075816
1741052524,254075816
1741052525,523459664
1741052526,523459664
1741052527,523459664
1741052528,523459664
1741052529,523459664
1741052530,523459664
1741052531,523459664
1741052532,523459664
1741052533,523459664
1741052534,523459664
1741052534,523459664
1741052534,523459664
1741052535,523459664
