t,value
1741050857,0
1741050858,0
1741050859,0
1741050860,0
1741050861,0
1741050862,0
1741050863,0
1741050864,0
1741050865,0
1741050866,0
1741050867,0
1741050868,0
1741050869,0
1741050870,0
1741050871,0
1741050872,0
1741050873,0
1741050874,0
1741050875,0
1741050876,0
1741050877,0
1741050878,0
1741050879,0
1741050880,0
1741050881,0
1741050882,0
1741050883,0
1741050884,0
1741050885,0
1741050886,0
1741050887,2
1741050888,2
1741050889,2
1741050890,2
1741050891,2
1741050892,0
1741050893,1
1741050895,1
1741050896,1
1741050896,0
1741050896,0
1741050896,0
