t,count
1741050857,5
1741050858,5
1741050859,5
1741050860,5
1741050861,5
1741050862,5
1741050863,5
1741050864,5
1741050865,5
1741050866,7
1741050867,7
1741050868,7
1741050869,7
1741050870,7
1741050871,7
1741050872,7
1741050873,7
1741050874,7
1741050875,7
1741050876,9
1741050877,9
1741050878,9
1741050879,11
1741050880,11
1741050881,11
1741050882,11
1741050883,11
1741050884,12
1741050885,13
1741050886,17
1741050887,25
1741050888,29
1741050889,29
1741050890,29
1741050891,31
1741050892,42
1741050893,64
1741050895,64
1741050896,96
1741050896,104
1741050896,104
1741050896,104
