t,count
1741054452,5
1741054453,5
1741054454,5
1741054455,5
1741054456,5
1741054457,5
1741054458,5
1741054459,5
1741054460,5
1741054461,5
1741054462,5
1741054463,5
1741054464,6
1741054465,6
1741054466,6
1741054467,6
1741054468,6
1741054469,6
1741054470,7
1741054471,7
1741054472,7
1741054473,10
1741054474,10
1741054475,10
1741054476,10
1741054477,10
1741054478,10
1741054479,10
1741054480,13
1741054481,13
1741054482,16
1741054483,22
1741054484,22
1741054485,22
1741054486,24
1741054487,30
1741054488,47
1741054489,59
1741054491,60
1741054492,92
1741054493,123
1741054494,138
1741054495,145
1741054495,160
1741054495,160
1741054496,160
