t,count
1741051317,5
1741051318,5
1741051319,5
1741051320,5
1741051321,5
1741051322,5
1741051323,5
1741051324,5
1741051325,5
1741051326,5
1741051327,6
1741051328,6
1741051329,6
1741051330,6
1741051331,6
1741051332,6
1741051333,7
1741051334,7
1741051335,7
1741051336,7
1741051337,8
1741051338,10
1741051339,10
1741051340,10
1741051341,10
1741051342,10
1741051343,11
1741051344,13
1741051345,13
1741051346,21
1741051347,34
1741051348,49
1741051349,49
1741051350,49
1741051351,51
1741051352,78
1741051353,88
1741051354,105
1741051355,125
1741051356,142
1741051356,142
1741051356,142
1741051356,142
