t,count
1741047873,5
1741047874,5
1741047875,5
1741047876,5
1741047877,5
1741047878,5
1741047879,5
1741047880,5
1741047881,5
1741047882,5
1741047883,6
1741047884,6
1741047885,6
1741047886,6
1741047887,6
1741047888,6
1741047889,7
1741047890,7
1741047891,7
1741047892,7
1741047893,8
1741047895,8
1741047896,8
1741047897,10
1741047898,10
1741047899,10
1741047900,11
1741047901,11
1741047902,11
1741047903,12
1741047904,14
1741047905,14
1741047906,23
1741047907,37
1741047908,37
1741047909,37
1741047910,40
1741047911,58
1741047912,87
1741047913,87
1741047914,119
1741047915,138
1741047915,143
1741047915,143
1741047915,143
