t,value
1741054259,0
1741054261,0
1741054262,0
1741054263,0
1741054264,0
1741054265,0
1741054266,0
1741054267,0
1741054268,0
1741054269,0
1741054270,0
1741054271,0
1741054272,0
1741054273,0
1741054274,0
1741054275,0
1741054276,0
1741054277,0
1741054278,0
1741054279,0
1741054280,0
1741054281,0
1741054282,0
1741054283,0
1741054284,0
1741054285,0
1741054286,0
1741054287,0
1741054288,0
1741054289,0
1741054290,5
1741054291,5
1741054292,5
1741054293,5
1741054294,5
1741054295,0
1741054296,1
1741054297,1
1741054298,0
1741054299,0
1741054299,0
1741054299,0
