t,count
1741054259,5
1741054261,5
1741054262,5
1741054263,5
1741054264,5
1741054265,5
1741054266,5
1741054267,5
1741054268,5
1741054269,5
1741054270,5
1741054271,5
1741054272,5
1741054273,7
1741054274,7
1741054275,7
1741054276,7
1741054277,7
1741054278,7
1741054279,7
1741054280,7
1741054281,9
1741054282,9
1741054283,11
1741054284,11
1741054285,11
1741054286,11
1741054287,13
1741054288,13
1741054289,23
1741054290,54
1741054291,54
1741054292,54
1741054293,56
1741054294,56
1741054295,106
1741054296,131
1741054297,131
1741054298,159
1741054299,168
1741054299,168
1741054299,168
