t,count
1741054259,0
1741054261,0
1741054262,0
1741054263,1
1741054264,1
1741054265,1
1741054266,1
1741054267,1
1741054268,1
1741054269,1
1741054270,1
1741054271,1
1741054272,1
1741054273,1
1741054274,1
1741054275,1
1741054276,1
1741054277,1
1741054278,1
1741054279,1
1741054280,1
1741054281,5
1741054282,9
1741054283,15
1741054284,15
1741054285,18
1741054286,18
1741054287,18
1741054288,18
1741054289,18
1741054290,18
1741054291,18
1741054292,18
1741054293,18
1741054294,18
1741054295,18
1741054296,18
1741054297,18
1741054298,18
1741054299,18
1741054299,18
1741054299,18
