t,count
1741051830,0
1741051831,0
1741051832,0
1741051833,0
1741051834,0
1741051835,0
1741051836,0
1741051837,0
1741051838,0
1741051839,0
1741051840,0
1741051841,0
1741051842,0
1741051843,0
1741051844,0
1741051845,0
1741051846,0
1741051847,0
1741051848,0
1741051849,0
1741051850,0
1741051851,0
1741051852,0
1741051853,0
1741051854,0
1741051855,0
1741051857,0
1741051858,0
1741051859,0
1741051860,0
1741051861,0
1741051862,0
1741051863,0
1741051864,0
1741051865,0
1741051866,0
1741051867,0
1741051868,111049
1741051869,184098
1741051870,184098
1741051871,184098
1741051872,3064502
1741051873,4506050
1741051874,5225434
1741051874,5225434
1741051875,5225434
1741051875,5225434
