t,count
1741052557,0
1741052558,0
1741052559,0
1741052560,1
1741052561,1
1741052562,1
1741052563,1
1741052564,1
1741052565,1
1741052566,1
1741052567,1
1741052568,1
1741052569,1
1741052570,1
1741052571,1
1741052572,1
1741052573,1
1741052574,1
1741052575,1
1741052576,1
1741052577,1
1741052578,5
1741052579,6
1741052580,12
1741052581,12
1741052582,18
1741052583,21
1741052584,24
1741052585,24
1741052586,24
1741052587,24
1741052588,24
1741052589,24
1741052590,24
1741052591,24
1741052593,24
1741052594,24
1741052595,24
1741052596,24
1741052597,24
1741052598,24
1741052599,24
1741052600,24
1741052601,24
1741052602,24
1741052603,24
1741052603,24
1741052603,24
