t,count
1741053100,5
1741053101,5
1741053102,5
1741053103,5
1741053104,5
1741053105,5
1741053106,5
1741053107,5
1741053108,5
1741053109,7
1741053110,7
1741053111,7
1741053112,7
1741053113,7
1741053114,7
1741053115,7
1741053116,7
1741053117,7
1741053118,7
1741053119,9
1741053120,11
1741053121,11
1741053122,11
1741053123,11
1741053124,11
1741053125,11
1741053126,11
1741053127,11
1741053128,11
1741053129,13
1741053130,15
1741053131,15
1741053132,21
1741053133,35
1741053134,35
1741053135,35
1741053136,35
1741053137,46
1741053138,59
1741053139,95
1741053140,107
1741053141,175
1741053143,225
1741053144,290
1741053145,306
1741053145,306
1741053145,306
