t,count
1741054520,0
1741054521,0
1741054522,0
1741054523,0
1741054524,0
1741054525,0
1741054526,0
1741054527,0
1741054528,0
1741054529,0
1741054530,0
1741054531,0
1741054532,0
1741054533,0
1741054534,0
1741054535,0
1741054536,0
1741054537,0
1741054539,0
1741054540,0
1741054541,0
1741054542,0
1741054543,0
1741054544,0
1741054545,0
1741054546,0
1741054547,0
1741054548,0
1741054549,0
1741054550,0
1741054551,0
1741054552,0
1741054553,0
1741054554,0
1741054555,0
1741054556,0
1741054557,0
1741054558,0
1741054559,0
1741054560,130
1741054561,130
1741054562,130
1741054563,216
1741054564,216
1741054565,222
1741054566,222
1741054566,222
1741054566,222
1741054566,222
