t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1741048891,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048893,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048894,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048895,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048896,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048897,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048898,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048899,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048900,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048901,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048902,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048903,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048904,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048905,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048906,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048907,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048908,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048909,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048910,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048911,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048912,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048913,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048914,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048915,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048916,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048917,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048918,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048919,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048920,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048921,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048922,3,1100,1100.000000,1100,0.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000
1741048923,3,1100,1100.000000,1100,0.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000
1741048924,6,1100,567.279478,51,520.884181,65.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000
1741048925,6,1100,567.279478,51,520.884181,65.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000
1741048926,6,1100,567.279478,51,520.884181,65.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000
1741048927,6,1100,567.279478,51,520.884181,65.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000
1741048928,6,1100,567.279478,51,520.884181,65.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000
1741048929,8,1100,426.151036,41,502.631848,58.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000
1741048930,9,1100,426.852926,41,471.513650,65.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000
1741048931,11,1100,381.138237,41,436.057562,74.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000
1741048932,14,1100,301.548635,24,410.193317,58.000000,432.000000,1100.000000,1100.000000,1100.000000,1100.000000
1741048933,14,1100,301.548635,24,410.193317,58.000000,432.000000,1100.000000,1100.000000,1100.000000,1100.000000
1741048934,16,1100,269.033471,24,389.872845,58.000000,313.000000,1100.000000,1100.000000,1100.000000,1100.000000
1741048935,18,1100,239.865325,18,373.689263,51.000000,313.000000,1100.000000,1100.000000,1100.000000,1100.000000
1741048935,18,1100,239.865325,18,373.689263,51.000000,313.000000,1100.000000,1100.000000,1100.000000,1100.000000
1741048935,18,1100,239.865325,18,373.689263,51.000000,313.000000,1100.000000,1100.000000,1100.000000,1100.000000
1741048936,18,1100,239.865325,18,373.689263,51.000000,313.000000,1100.000000,1100.000000,1100.000000,1100.000000
