t,value
1741051898,0
1741051899,0
1741051900,0
1741051901,0
1741051902,0
1741051903,0
1741051904,0
1741051905,0
1741051906,0
1741051907,0
1741051908,0
1741051909,0
1741051910,0
1741051911,0
1741051912,0
1741051913,0
1741051914,0
1741051915,0
1741051916,0
1741051917,0
1741051918,0
1741051919,2186
1741051920,2186
1741051921,2186
1741051922,2186
1741051923,2186
1741051924,2186
1741051925,2186
1741051926,2186
1741051927,2186
1741051928,2186
1741051929,2186
1741051930,102534
1741051931,102534
1741051932,1185232
1741051933,1185232
1741051934,1185232
1741051935,9258620
1741051936,11211076
1741051937,11276612
1741051938,11276612
1741051938,11276612
1741051938,11276612
1741051938,11276612
