t,value
1741051049,0
1741051050,0
1741051051,0
1741051052,0
1741051053,0
1741051054,0
1741051055,0
1741051056,0
1741051057,0
1741051058,0
1741051059,0
1741051060,0
1741051061,0
1741051062,0
1741051064,0
1741051065,0
1741051066,0
1741051067,0
1741051068,0
1741051069,0
1741051070,0
1741051071,1433
1741051072,1433
1741051073,1433
1741051074,1433
1741051075,1433
1741051076,1433
1741051077,1433
1741051078,1433
1741051079,1433
1741051080,1433
1741051081,1433
1741051082,1433
1741051083,85003
1741051084,85003
1741051085,2574048
1741051086,2574048
1741051087,2574048
1741051088,28630064
1741051089,28630064
1741051090,35143716
1741051091,35143716
1741051091,35143716
1741051092,35143716
1741051092,35143716
