t,value
1741051049,0
1741051050,0
1741051051,0
1741051052,0
1741051053,0
1741051054,0
1741051055,0
1741051056,0
1741051057,3
1741051058,3
1741051059,3
1741051060,3
1741051061,3
1741051062,3
1741051064,3
1741051065,3
1741051066,3
1741051067,3
1741051068,4
1741051069,4
1741051070,4
1741051071,4
1741051072,4
1741051073,4
1741051074,4
1741051075,4
1741051076,4
1741051077,4
1741051078,4
1741051079,4
1741051080,4
1741051081,4
1741051082,4
1741051083,4
1741051084,4
1741051085,4
1741051086,4
1741051087,4
1741051088,5
1741051089,5
1741051090,5
1741051091,5
1741051091,5
1741051092,5
1741051092,5
