t,count
1741051049,5
1741051050,5
1741051051,5
1741051052,5
1741051053,5
1741051054,5
1741051055,5
1741051056,5
1741051057,6
1741051058,6
1741051059,6
1741051060,6
1741051061,6
1741051062,6
1741051064,7
1741051065,7
1741051066,7
1741051067,7
1741051068,8
1741051069,8
1741051070,8
1741051071,10
1741051072,10
1741051073,10
1741051074,11
1741051075,11
1741051076,11
1741051077,11
1741051078,14
1741051079,14
1741051080,24
1741051081,50
1741051082,50
1741051083,50
1741051084,51
1741051085,53
1741051086,83
1741051087,105
1741051088,106
1741051089,108
1741051090,138
1741051091,146
1741051091,148
1741051092,148
1741051092,148
