t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1741048574,5,127.599075,39.515961,3.555565,45.044179,27.323210,28.131219,127.599075,127.599075,127.599075,127.599075,0.851031,1.000000,1.000000,1.000000,calls/second,milliseconds
1741048575,5,127.599075,39.515961,3.555565,45.044179,27.323210,28.131219,127.599075,127.599075,127.599075,127.599075,0.724462,1.000000,1.000000,1.000000,calls/second,milliseconds
1741048576,5,127.599075,39.515961,3.555565,45.044179,27.323210,28.131219,127.599075,127.599075,127.599075,127.599075,0.631028,1.000000,1.000000,1.000000,calls/second,milliseconds
1741048577,5,127.599075,39.515961,3.555565,45.044179,27.323210,28.131219,127.599075,127.599075,127.599075,127.599075,0.558372,1.000000,1.000000,1.000000,calls/second,milliseconds
1741048578,5,127.599075,39.515961,3.555565,45.044179,27.323210,28.131219,127.599075,127.599075,127.599075,127.599075,0.501217,1.000000,1.000000,1.000000,calls/second,milliseconds
1741048579,5,127.599075,39.515961,3.555565,45.044179,27.323210,28.131219,127.599075,127.599075,127.599075,127.599075,0.454729,0.920044,0.983471,0.994460,calls/second,milliseconds
1741048580,5,127.599075,39.515961,3.555565,45.044179,27.323210,28.131219,127.599075,127.599075,127.599075,127.599075,0.416187,0.920044,0.983471,0.994460,calls/second,milliseconds
1741048581,5,127.599075,39.515961,3.555565,45.044179,27.323210,28.131219,127.599075,127.599075,127.599075,127.599075,0.383764,0.920044,0.983471,0.994460,calls/second,milliseconds
1741048582,5,127.599075,39.515961,3.555565,45.044179,27.323210,28.131219,127.599075,127.599075,127.599075,127.599075,0.355997,0.920044,0.983471,0.994460,calls/second,milliseconds
1741048583,5,127.599075,39.515961,3.555565,45.044179,27.323210,28.131219,127.599075,127.599075,127.599075,127.599075,0.331933,0.846482,0.967216,0.988950,calls/second,milliseconds
1741048584,5,127.599075,39.515961,3.555565,45.044179,27.323210,28.131219,127.599075,127.599075,127.599075,127.599075,0.310921,0.846482,0.967216,0.988950,calls/second,milliseconds
1741048585,5,127.599075,39.515961,3.555565,45.044179,27.323210,28.131219,127.599075,127.599075,127.599075,127.599075,0.292483,0.846482,0.967216,0.988950,calls/second,milliseconds
1741048586,5,127.599075,39.515961,3.555565,45.044179,27.323210,28.131219,127.599075,127.599075,127.599075,127.599075,0.276050,0.846482,0.967216,0.988950,calls/second,milliseconds
1741048587,5,127.599075,39.515961,3.555565,45.044179,27.323210,28.131219,127.599075,127.599075,127.599075,127.599075,0.261414,0.846482,0.967216,0.988950,calls/second,milliseconds
1741048588,5,127.599075,39.515961,3.555565,45.044179,27.323210,28.131219,127.599075,127.599075,127.599075,127.599075,0.248284,0.778801,0.951229,0.983471,calls/second,milliseconds
1741048589,7,127.599075,28.927236,3.555565,39.574167,10.970738,28.131219,127.599075,127.599075,127.599075,127.599075,0.330954,0.778801,0.951229,0.983471,calls/second,milliseconds
1741048590,7,127.599075,28.927236,3.555565,39.574167,10.970738,28.131219,127.599075,127.599075,127.599075,127.599075,0.315852,0.778801,0.951229,0.983471,calls/second,milliseconds
1741048591,7,127.599075,28.927236,3.555565,39.574167,10.970738,28.131219,127.599075,127.599075,127.599075,127.599075,0.302055,0.778801,0.951229,0.983471,calls/second,milliseconds
1741048592,7,127.599075,28.927236,3.555565,39.574167,10.970738,28.131219,127.599075,127.599075,127.599075,127.599075,0.289366,0.778801,0.951229,0.983471,calls/second,milliseconds
1741048593,7,127.599075,28.927236,3.555565,39.574167,10.970738,28.131219,127.599075,127.599075,127.599075,127.599075,0.277713,0.748514,0.942118,0.980239,calls/second,milliseconds
1741048594,7,127.599075,28.927236,3.555565,39.574167,10.970738,28.131219,127.599075,127.599075,127.599075,127.599075,0.266990,0.748514,0.942118,0.980239,calls/second,milliseconds
1741048595,7,127.599075,28.927236,3.555565,39.574167,10.970738,28.131219,127.599075,127.599075,127.599075,127.599075,0.257051,0.748514,0.942118,0.980239,calls/second,milliseconds
1741048596,7,127.599075,28.927236,3.555565,39.574167,10.970738,28.131219,127.599075,127.599075,127.599075,127.599075,0.247831,0.748514,0.942118,0.980239,calls/second,milliseconds
1741048597,9,127.599075,28.718741,3.555565,35.216091,10.970738,28.131219,127.599075,127.599075,127.599075,127.599075,0.307430,0.748514,0.942118,0.980239,calls/second,milliseconds
1741048598,9,127.599075,28.718741,3.555565,35.216091,10.970738,28.131219,127.599075,127.599075,127.599075,127.599075,0.296851,0.720648,0.933158,0.977024,calls/second,milliseconds
1741048599,11,127.599075,22.438577,0.275066,33.241676,9.426993,28.131219,127.599075,127.599075,127.599075,127.599075,0.351071,0.720648,0.933158,0.977024,calls/second,milliseconds
1741048600,11,127.599075,22.438577,0.275066,33.241676,9.426993,28.131219,127.599075,127.599075,127.599075,127.599075,0.340113,0.720648,0.933158,0.977024,calls/second,milliseconds
