t,value
1741049615,0
1741049616,0
1741049617,0
1741049618,0
1741049619,0
1741049620,0
1741049621,0
1741049622,0
1741049623,8193
1741049624,8193
1741049625,8193
1741049626,8193
1741049627,8193
1741049628,8193
1741049629,8193
1741049630,8193
1741049631,8193
1741049632,8193
1741049633,32769
1741049634,32769
1741049635,32769
1741049636,32769
1741049637,32769
1741049638,32769
1741049639,32769
1741049640,32769
1741049641,32769
1741049642,32769
1741049643,32769
1741049644,32769
1741049645,32769
1741049646,32769
1741049647,32769
1741049648,32769
1741049649,32769
1741049650,32769
1741049651,32769
1741049652,32769
1741049653,1335623
1741049654,1335623
1741049655,1335623
1741049656,1335623
1741049657,1335623
1741049658,1335623
1741049659,1335623
1741049660,1335623
1741049661,1335623
1741049661,1335623
1741049661,1335623
