t,count
1741053431,5
1741053432,5
1741053433,5
1741053434,5
1741053435,5
1741053436,5
1741053437,5
1741053438,5
1741053439,5
1741053440,5
1741053441,5
1741053442,5
1741053443,5
1741053445,5
1741053446,5
1741053447,6
1741053448,6
1741053449,6
1741053450,7
1741053451,7
1741053452,9
1741053453,9
1741053454,9
1741053455,9
1741053456,9
1741053457,10
1741053458,12
1741053459,13
1741053460,16
1741053461,45
1741053462,45
1741053463,45
1741053464,45
1741053465,45
1741053466,46
1741053467,67
1741053468,86
1741053469,113
1741053470,132
1741053471,152
1741053472,174
1741053472,174
1741053472,174
1741053472,174
