t,count
1741054592,5
1741054593,5
1741054594,5
1741054595,5
1741054596,5
1741054597,5
1741054598,5
1741054599,5
1741054600,5
1741054601,5
1741054602,5
1741054603,5
1741054604,5
1741054605,5
1741054606,5
1741054607,5
1741054608,7
1741054609,7
1741054610,7
1741054611,7
1741054612,7
1741054613,9
1741054614,9
1741054615,9
1741054616,9
1741054617,9
1741054618,12
1741054619,13
1741054620,13
1741054621,24
1741054622,39
1741054623,39
1741054624,39
1741054625,41
1741054626,62
1741054627,84
1741054628,96
1741054629,114
1741054629,115
1741054629,115
1741054630,115
