t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1741051766,5,85.404997,17.284634,0.003868,34.062345,0.011572,0.997972,85.404997,85.404997,85.404997,85.404997,2.030496,0.000000,0.000000,0.000000,calls/second,milliseconds
1741051767,5,85.404997,17.284634,0.003868,34.062345,0.011572,0.997972,85.404997,85.404997,85.404997,85.404997,1.433111,0.000000,0.000000,0.000000,calls/second,milliseconds
1741051768,5,85.404997,17.284634,0.003868,34.062345,0.011572,0.997972,85.404997,85.404997,85.404997,85.404997,1.108687,0.000000,0.000000,0.000000,calls/second,milliseconds
1741051769,5,85.404997,17.284634,0.003868,34.062345,0.011572,0.997972,85.404997,85.404997,85.404997,85.404997,0.904594,1.000000,1.000000,1.000000,calls/second,milliseconds
1741051770,5,85.404997,17.284634,0.003868,34.062345,0.011572,0.997972,85.404997,85.404997,85.404997,85.404997,0.763888,1.000000,1.000000,1.000000,calls/second,milliseconds
1741051771,5,85.404997,17.284634,0.003868,34.062345,0.011572,0.997972,85.404997,85.404997,85.404997,85.404997,0.661121,1.000000,1.000000,1.000000,calls/second,milliseconds
1741051772,5,85.404997,17.284634,0.003868,34.062345,0.011572,0.997972,85.404997,85.404997,85.404997,85.404997,0.582832,1.000000,1.000000,1.000000,calls/second,milliseconds
1741051773,5,85.404997,17.284634,0.003868,34.062345,0.011572,0.997972,85.404997,85.404997,85.404997,85.404997,0.521103,1.000000,1.000000,1.000000,calls/second,milliseconds
1741051774,5,85.404997,17.284634,0.003868,34.062345,0.011572,0.997972,85.404997,85.404997,85.404997,85.404997,0.469949,0.920044,0.983471,0.994460,calls/second,milliseconds
1741051775,5,85.404997,17.284634,0.003868,34.062345,0.011572,0.997972,85.404997,85.404997,85.404997,85.404997,0.428973,0.920044,0.983471,0.994460,calls/second,milliseconds
1741051776,5,85.404997,17.284634,0.003868,34.062345,0.011572,0.997972,85.404997,85.404997,85.404997,85.404997,0.394487,0.920044,0.983471,0.994460,calls/second,milliseconds
1741051777,5,85.404997,17.284634,0.003868,34.062345,0.011572,0.997972,85.404997,85.404997,85.404997,85.404997,0.365247,0.920044,0.983471,0.994460,calls/second,milliseconds
1741051778,6,85.404997,13.906565,0.003868,31.310117,0.008607,0.997972,85.404997,85.404997,85.404997,85.404997,0.407739,0.920044,0.983471,0.994460,calls/second,milliseconds
