t,count
1741051961,0
1741051962,0
1741051963,0
1741051964,1
1741051965,1
1741051966,1
1741051967,1
1741051968,1
1741051969,1
1741051970,1
1741051971,1
1741051972,1
1741051973,1
1741051974,1
1741051976,1
1741051977,1
1741051978,1
1741051979,1
1741051980,1
1741051981,1
1741051982,1
1741051983,5
1741051984,6
1741051985,21
1741051986,21
1741051987,21
1741051988,21
1741051989,21
1741051990,21
1741051991,21
1741051992,21
1741051993,21
1741051994,21
1741051995,21
1741051996,21
1741051997,21
1741051998,21
1741051999,21
1741052000,21
1741052001,21
1741052002,21
1741052003,21
1741052004,21
1741052005,21
1741052006,21
1741052006,21
1741052006,21
1741052007,21
