t,count
1741051961,5
1741051962,5
1741051963,5
1741051964,5
1741051965,5
1741051966,5
1741051967,5
1741051968,5
1741051969,5
1741051970,5
1741051971,5
1741051972,5
1741051973,5
1741051974,7
1741051976,7
1741051977,7
1741051978,7
1741051979,7
1741051980,7
1741051981,7
1741051982,7
1741051983,9
1741051984,9
1741051985,11
1741051986,11
1741051987,11
1741051988,11
1741051989,11
1741051990,11
1741051991,13
1741051992,13
1741051993,19
1741051994,36
1741051995,37
1741051996,37
1741051997,37
1741051998,39
1741051999,68
1741052000,99
1741052001,106
1741052002,128
1741052003,174
1741052004,199
1741052005,211
1741052006,226
1741052006,227
1741052006,227
1741052007,227
