t,value
1741051961,0
1741051962,0
1741051963,0
1741051964,0
1741051965,0
1741051966,0
1741051967,0
1741051968,0
1741051969,0
1741051970,0
1741051971,0
1741051972,0
1741051973,0
1741051974,146
1741051976,146
1741051977,146
1741051978,146
1741051979,146
1741051980,146
1741051981,146
1741051982,146
1741051983,146
1741051984,146
1741051985,229
1741051986,229
1741051987,229
1741051988,229
1741051989,229
1741051990,229
1741051991,229
1741051992,229
1741051993,229
1741051994,229
1741051995,229
1741051996,229
1741051997,229
1741051998,229
1741051999,229
1741052000,229
1741052001,229
1741052002,229
1741052003,229
1741052004,365
1741052005,365
1741052006,365
1741052006,365
1741052006,365
1741052007,365
