t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1741050985,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050986,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050987,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050988,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050989,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050990,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050991,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050992,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050993,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050994,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050996,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050997,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050998,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741050999,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051000,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051001,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051002,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051003,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051004,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051005,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051006,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051007,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051008,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051009,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051010,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051011,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051012,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051013,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051014,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051015,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741051016,10,3597,1996.900000,611,1391.353115,3102.000000,3415.000000,3597.000000,3597.000000,3597.000000,3597.000000
1741051017,10,3597,1996.900000,611,1391.353115,3102.000000,3415.000000,3597.000000,3597.000000,3597.000000,3597.000000
1741051018,10,3597,1996.900000,611,1391.353115,3102.000000,3415.000000,3597.000000,3597.000000,3597.000000,3597.000000
1741051019,20,3597,1996.900000,611,1391.353115,611.000000,3415.000000,3597.000000,3597.000000,3597.000000,3597.000000
1741051020,20,3597,1996.900000,611,1391.353115,611.000000,3415.000000,3597.000000,3597.000000,3597.000000,3597.000000
1741051021,20,3597,1996.900000,611,1391.353115,611.000000,3415.000000,3597.000000,3597.000000,3597.000000,3597.000000
1741051022,26,3597,1789.724918,593,1292.438957,1593.000000,3288.000000,3597.000000,3597.000000,3597.000000,3597.000000
1741051023,30,11484,2167.669204,593,2237.812061,1593.000000,3415.000000,4675.000000,11484.000000,11484.000000,11484.000000
1741051024,42,11484,2200.930053,593,2486.679558,1502.000000,3288.000000,4675.000000,11484.000000,11484.000000,11484.000000
1741051025,50,11484,2208.734536,593,2445.591095,1502.000000,3288.000000,6052.000000,11484.000000,11484.000000,11484.000000
1741051025,50,11484,2208.734536,593,2445.591095,1502.000000,3288.000000,6052.000000,11484.000000,11484.000000,11484.000000
1741051025,50,11484,2208.734536,593,2445.591095,1502.000000,3288.000000,6052.000000,11484.000000,11484.000000,11484.000000
1741051025,50,11484,2208.734536,593,2445.591095,1502.000000,3288.000000,6052.000000,11484.000000,11484.000000,11484.000000
