t,count
1741050985,0
1741050986,0
1741050987,0
1741050988,1
1741050989,1
1741050990,1
1741050991,1
1741050992,1
1741050993,1
1741050994,1
1741050996,1
1741050997,1
1741050998,1
1741050999,1
1741051000,1
1741051001,1
1741051002,1
1741051003,1
1741051004,1
1741051005,1
1741051006,1
1741051007,1
1741051008,4
1741051009,6
1741051010,18
1741051011,18
1741051012,18
1741051013,18
1741051014,18
1741051015,18
1741051016,18
1741051017,18
1741051018,18
1741051019,18
1741051020,18
1741051021,18
1741051022,18
1741051023,18
1741051024,18
1741051025,18
1741051025,18
1741051025,18
1741051025,18
