t,count
1741051639,5
1741051640,5
1741051641,5
1741051642,5
1741051643,5
1741051644,5
1741051646,5
1741051647,5
1741051648,6
1741051649,6
1741051650,6
1741051651,7
1741051652,7
1741051653,7
1741051654,7
1741051655,7
1741051656,7
1741051657,7
1741051658,8
1741051659,8
1741051660,10
1741051661,11
1741051662,11
1741051663,11
1741051664,11
1741051665,13
1741051666,13
1741051667,15
1741051668,29
1741051669,29
1741051670,29
1741051671,30
1741051672,32
1741051673,46
1741051674,66
1741051675,92
1741051676,104
1741051676,104
1741051676,104
1741051676,104
