t,count
1741049389,5
1741049390,5
1741049391,5
1741049392,5
1741049393,5
1741049394,5
1741049395,5
1741049396,5
1741049397,5
1741049398,5
1741049399,5
1741049400,6
1741049401,6
1741049402,6
1741049403,6
1741049404,6
1741049405,7
1741049406,7
1741049407,7
1741049408,7
1741049409,7
1741049410,9
1741049411,10
1741049412,10
1741049413,10
1741049414,10
1741049415,11
1741049416,13
1741049417,13
1741049418,17
1741049419,28
1741049420,29
1741049421,29
1741049422,31
1741049423,42
1741049425,64
1741049426,65
1741049427,75
1741049428,78
1741049429,82
1741049430,98
1741049430,109
1741049430,109
1741049430,109
