t,count
1741051570,5
1741051571,5
1741051572,5
1741051573,5
1741051574,5
1741051575,5
1741051576,5
1741051577,5
1741051578,5
1741051579,5
1741051580,5
1741051582,5
1741051583,6
1741051584,6
1741051585,6
1741051586,6
1741051587,7
1741051588,7
1741051589,7
1741051590,7
1741051591,7
1741051592,9
1741051593,10
1741051594,10
1741051595,10
1741051596,10
1741051597,11
1741051598,11
1741051599,11
1741051600,12
1741051601,15
1741051602,15
1741051603,34
1741051604,75
1741051605,75
1741051606,75
1741051607,76
1741051608,76
1741051609,76
1741051610,76
1741051611,108
1741051612,171
1741051613,213
1741051614,264
1741051615,306
1741051616,337
1741051616,338
1741051616,338
1741051616,338
