t,count
1741049964,0
1741049965,0
1741049966,0
1741049967,1
1741049968,1
1741049969,1
1741049970,1
1741049971,1
1741049972,1
1741049973,1
1741049974,1
1741049975,1
1741049976,1
1741049977,1
1741049978,1
1741049979,1
1741049980,1
1741049981,1
1741049982,1
1741049983,1
1741049984,1
1741049985,1
1741049986,3
1741049987,5
1741049988,15
1741049989,15
1741049990,15
1741049991,15
1741049992,15
1741049993,15
1741049994,15
1741049996,15
1741049997,15
1741049998,15
1741049999,15
1741050000,15
1741050001,15
1741050002,15
1741050003,15
1741050004,15
1741050005,15
1741050005,15
1741050005,15
1741050005,15
