t,value
1741053777,0
1741053779,0
1741053780,0
1741053781,0
1741053782,0
1741053783,0
1741053784,0
1741053785,0
1741053786,0
1741053787,289855832
1741053788,289855832
1741053789,289855832
1741053790,289855832
1741053791,289855832
1741053792,289855832
1741053793,289855832
1741053794,289855832
1741053795,289855832
1741053796,63822352
1741053797,63822352
1741053798,63822352
1741053799,63822352
1741053800,63822352
1741053801,63822352
1741053802,63822352
1741053803,63822352
1741053804,63822352
1741053805,63822352
1741053806,398377352
1741053807,398377352
1741053808,398377352
1741053809,398377352
1741053810,398377352
1741053811,398377352
1741053812,398377352
1741053813,398377352
1741053814,398377352
1741053815,398377352
1741053816,506520224
1741053817,506520224
1741053819,506520224
1741053820,506520224
1741053821,506520224
1741053822,506520224
1741053822,506520224
1741053822,506520224
1741053823,506520224
