t,value
1741053777,0
1741053779,0
1741053780,0
1741053781,0
1741053782,0
1741053783,0
1741053784,0
1741053785,0
1741053786,0
1741053787,3
1741053788,3
1741053789,3
1741053790,3
1741053791,3
1741053792,3
1741053793,3
1741053794,3
1741053795,3
1741053796,4
1741053797,4
1741053798,4
1741053799,4
1741053800,4
1741053801,4
1741053802,4
1741053803,4
1741053804,4
1741053805,4
1741053806,4
1741053807,4
1741053808,4
1741053809,4
1741053810,4
1741053811,4
1741053812,4
1741053813,4
1741053814,4
1741053815,4
1741053816,5
1741053817,5
1741053819,5
1741053820,5
1741053821,5
1741053822,5
1741053822,5
1741053822,5
1741053823,5
